# dataset=strongs/surfaces; lang=por; source=clear-alignments (github.com/Clear-Bible/Alignments); base_text=JFA11; license=see resources/strongs/README.md; date=2026-06-20
strong	lemma	surface	count	share	methods	review
G2616	καταδυναστεύω	opprimidos	1	0.500	transfer	machine
G2346	θλίβω	opprimisse	1	1.000	transfer	machine
G3681	ὄνειδος	opprobrio	1	1.000	transfer	machine
G1254	διακωλύω	oppunha-se-lhe	1	1.000	transfer	machine
G0480	ἀντίκειμαι	oppõe	1	1.000	transfer	machine
G4026	περιΐστημι	oppõe-te	1	1.000	transfer	machine
G0480	ἀντίκειμαι	oppõem-se	1	1.000	transfer	machine
G5094	τιμιώτατος	opulencia	1	1.000	transfer	machine
G1754	ἐνεργέω	opéra	1	1.000	transfer	machine
G2038	ἐργάζομαι	opéro	1	1.000	transfer	machine
G1161	δέ	ora	63	0.663	transfer	machine
G2532	καί	ora	8	0.084	transfer	machine
G3767	οὖν	ora	6	0.063	transfer	machine
G4336	προσεύχομαι	ora	5	0.053	transfer	machine
G4012	περί	ora	3	0.032	transfer	machine
G1063	γάρ	ora	2	0.021	transfer	machine
G3588	ὁ	ora	2	0.021	transfer	machine
G2076	εἰμί	ora	1	0.011	transfer	machine
G0235	ἀλλά	ora	1	0.011	transfer	machine
G4848	συνπορεύομαι	ora	1	0.011	transfer	machine
G4355	προσλαμβάνω	ora	1	0.011	transfer	machine
G3779	οὕτως	ora	1	0.011	transfer	machine
G1722	ἐν	ora	1	0.011	transfer	machine
G1189	δέος	orado	1	0.500	transfer	machine
G4336	προσεύχομαι	orado	1	0.500	transfer	machine
G4336	προσεύχομαι	orae	9	0.818	transfer	machine
G1210	δέω	orae	1	0.091	transfer	machine
G2172	εὔχομαι	orae	1	0.091	transfer	machine
G4336	προσεύχομαι	orando	15	0.714	transfer	machine
G1189	δέος	orando	2	0.095	transfer	machine
G0846	αὐτός	orando	1	0.048	transfer	machine
G0907	βαπτίζω	orando	1	0.048	transfer	machine
G1722	ἐν	orando	1	0.048	transfer	machine
G1511	εἰμί	orando	1	0.048	transfer	machine
G4336	προσεύχομαι	orar	9	0.750	transfer	machine
G3870	παρακαλέω	orar	1	0.083	transfer	machine
G3588	ὁ	orar	1	0.083	transfer	machine
G3973	παύω	orar	1	0.083	transfer	machine
G4336	προσεύχομαι	oraram	1	1.000	transfer	machine
G4336	προσεύχομαι	orardes	1	1.000	transfer	machine
G3767	οὖν	orarei	1	1.000	transfer	machine
G4336	προσεύχομαι	orareis	1	1.000	transfer	machine
G4336	προσεύχομαι	orares	2	1.000	transfer	machine
G4336	προσεύχομαι	orasse	1	1.000	transfer	machine
G4336	προσεύχομαι	orava	4	0.800	transfer	machine
G1210	δέω	orava	1	0.200	transfer	machine
G4335	προσευχή	oração	13	0.619	transfer	machine
G1162	δέησις	oração	6	0.286	transfer	machine
G1783	ἔντευξις	oração	1	0.048	transfer	machine
G2171	εὐχή	oração	1	0.048	transfer	machine
G4335	προσευχή	orações	13	0.650	transfer	machine
G1162	δέησις	orações	5	0.250	transfer	machine
G4336	προσεύχομαι	orações	2	0.100	transfer	machine
G3588	ὁ	ordem	3	0.300	transfer	machine
G2517	καθεξῆς	ordem	2	0.200	transfer	machine
G5010	τάξις	ordem	2	0.200	transfer	machine
G1785	ἐντολή	ordem	1	0.100	transfer	machine
G5001	τάγμα	ordem	1	0.100	transfer	machine
G1781	ἐντέλλω	ordem	1	0.100	transfer	machine
G2004	ἐπιτάσσω	ordena	1	1.000	transfer	machine
G3551	νόμος	ordenada	1	1.000	transfer	machine
G5021	τάσσω	ordenadas	1	1.000	transfer	machine
G1299	διατάσσω	ordenado	1	0.500	transfer	machine
G0606	ἀπόκειμαι	ordenado	1	0.500	transfer	machine
G1345	δικαίωμα	ordenanças	1	1.000	transfer	machine
G4929	συντάσσω	ordenara	1	0.500	transfer	machine
G2258	εἰμί	ordenara	1	0.500	transfer	machine
G3860	παραδίδωμι	ordenastes	1	1.000	transfer	machine
G1296	διαταγή	ordenação	1	0.500	transfer	machine
G2937	κτίσις	ordenação	1	0.500	transfer	machine
G5618	ὥσπερ	ordenei	1	1.000	transfer	machine
G2004	ἐπιτάσσω	ordeno	1	0.500	transfer	machine
G1303	διατίθημι	ordeno	1	0.500	transfer	machine
G1781	ἐντέλλω	ordenou	1	0.143	transfer	machine
G4160	ποιέω	ordenou	1	0.143	transfer	machine
G3853	παραγγέλλω	ordenou	1	0.143	transfer	machine
G2036	λέγω	ordenou	1	0.143	transfer	machine
G4400	προχειρίζω	ordenou	1	0.143	transfer	machine
G1299	διατάσσω	ordenou	1	0.143	transfer	machine
G4786	συνκεράννυμι	ordenou	1	0.143	transfer	machine
G0846	αὐτός	ordenou-lhes	5	1.000	transfer	machine
G4336	προσεύχομαι	ore	2	1.000	transfer	machine
G3870	παρακαλέω	orei	1	1.000	transfer	machine
G3775	οὖς	orelha	2	0.500	transfer	machine
G5621	ὠτίον	orelha	2	0.500	transfer	machine
G4336	προσεύχομαι	orem	1	1.000	transfer	machine
G5450	φυσίωσις	orgulhos	1	1.000	transfer	machine
G5187	τυφόω	orgulhosos	1	1.000	transfer	machine
G0395	ἀνατολή	oriente	6	0.857	transfer	machine
G1722	ἐν	oriente	1	0.143	transfer	machine
G1096	γίνομαι	originou-se	1	1.000	transfer	machine
G2899	κράσπεδον	orla	3	1.000	transfer	machine
G2885	κοσμέω	ornado	1	1.000	transfer	machine
G4336	προσεύχομαι	orou	4	0.667	transfer	machine
G1093	γῆ	orou	1	0.167	transfer	machine
G1119	γόνυ	orou	1	0.167	transfer	machine
G3737	ὀρφανός	orphãos	2	1.000	transfer	machine
G4336	προσεύχομαι	orámos	1	1.000	transfer	machine
G3588	ὁ	os	1113	0.691	transfer	machine
G0846	αὐτός	os	127	0.079	transfer	machine
G0848	ἑαυτοῦ	os	57	0.035	transfer	machine
G5216	σύ	os	24	0.015	transfer	machine
G4675	σύ	os	18	0.011	transfer	machine
G3101	μαθητής	os	16	0.010	transfer	machine
G2532	καί	os	14	0.009	transfer	machine
G3450	ἐγώ	os	13	0.008	transfer	machine
G2440	ἱμάτιον	os	8	0.005	transfer	machine
G2257	ἐγώ	os	8	0.005	transfer	machine
G3739	ὅς	os	8	0.005	transfer	machine
G3748	ὅστις	os	6	0.004	transfer	machine
G0575	ἀπό	os	5	0.003	transfer	machine
G1438	ἑαυτοῦ	os	4	0.002	transfer	machine
G1140	δαιμόνιον	os	4	0.002	transfer	machine
G3745	ὅσος	os	4	0.002	transfer	machine
G1785	ἐντολή	os	4	0.002	transfer	machine
G1342	δίκαιος	os	3	0.002	transfer	machine
G2258	εἰμί	os	3	0.002	transfer	machine
G0268	ἁμαρτωλός	os	3	0.002	transfer	machine
G3756	οὐ	os	3	0.002	transfer	machine
G1909	ἐπί	os	3	0.002	transfer	machine
G1544	ἐκβάλλω	os	3	0.002	transfer	machine
G4592	σημεῖον	os	3	0.002	transfer	machine
G1537	ἐκ	os	3	0.002	transfer	machine
G1699	ἐμός	os	3	0.002	transfer	machine
G4314	πρός	os	3	0.002	transfer	machine
G1722	ἐν	os	3	0.002	transfer	machine
G1321	διδάσκω	os	2	0.001	transfer	machine
G2812	κλέπτης	os	2	0.001	transfer	machine
G1161	δέ	os	2	0.001	transfer	machine
G4413	πρῶτος	os	2	0.001	transfer	machine
G4228	πούς	os	2	0.001	transfer	machine
G3631	οἶνος	os	2	0.001	transfer	machine
G0932	βασιλεία	os	2	0.001	transfer	machine
G0191	ἀκούω	os	2	0.001	transfer	machine
G0444	ἄνθρωπος	os	2	0.001	transfer	machine
G0266	ἁμαρτία	os	2	0.001	transfer	machine
G1006	βόσκω	os	2	0.001	transfer	machine
G1526	εἰμί	os	2	0.001	transfer	machine
G1519	εἰς	os	2	0.001	transfer	machine
G1831	ἐξέρχομαι	os	2	0.001	transfer	machine
G1839	ἐξίστημι	os	2	0.001	transfer	machine
G4160	ποιέω	os	2	0.001	transfer	machine
G2596	κατά	os	2	0.001	transfer	machine
G3788	ὀφθαλμός	os	2	0.001	transfer	machine
G2798	κλάδος	os	2	0.001	transfer	machine
G3303	μέν	os	2	0.001	transfer	machine
G0018	ἀγαθός	os	2	0.001	transfer	machine
G4583	σεληνιάζομαι	os	1	0.001	transfer	machine
G4334	προσέρχομαι	os	1	0.001	transfer	machine
G0770	ἀσθενέω	os	1	0.001	transfer	machine
G3498	νεκρός	os	1	0.001	transfer	machine
G3015	λεπρός	os	1	0.001	transfer	machine
G3466	μυστήριον	os	1	0.001	transfer	machine
G0030	ἀγγεῖον	os	1	0.001	transfer	machine
G1093	γῆ	os	1	0.001	transfer	machine
G2634	κατακυριεύω	os	1	0.001	transfer	machine
G5532	χρεία	os	1	0.001	transfer	machine
G0281	ἀμήν	os	1	0.001	transfer	machine
G5207	υἱός	os	1	0.001	transfer	machine
G3556	νοσσίον	os	1	0.001	transfer	machine
G2564	καλέω	os	1	0.001	transfer	machine
G4434	πτωχός	os	1	0.001	transfer	machine
G0749	ἀρχιερεύς	os	1	0.001	transfer	machine
G1122	γραμματεύς	os	1	0.001	transfer	machine
G2983	λαμβάνω	os	1	0.001	transfer	machine
G0308	ἀναβλέπω	os	1	0.001	transfer	machine
G3307	μερίζω	os	1	0.001	transfer	machine
G2076	εἰμί	os	1	0.001	transfer	machine
G1881	ἐπανίστημι	os	1	0.001	transfer	machine
G5509	χιτών	os	1	0.001	transfer	machine
G3397	μικρός	os	1	0.001	transfer	machine
G2398	ἴδιος	os	1	0.001	transfer	machine
G3056	λόγος	os	1	0.001	transfer	machine
G2323	θεραπεύω	os	1	0.001	transfer	machine
G1063	γάρ	os	1	0.001	transfer	machine
G0565	ἀπέρχομαι	os	1	0.001	transfer	machine
G5204	ὕδωρ	os	1	0.001	transfer	machine
G3027	λῃστής	os	1	0.001	transfer	machine
G0941	βαστάζω	os	1	0.001	transfer	machine
G2040	ἐργάτης	os	1	0.001	transfer	machine
G3555	νοσσιά	os	1	0.001	transfer	machine
G3004	λέγω	os	1	0.001	transfer	machine
G2511	καθαρίζω	os	1	0.001	transfer	machine
G0586	ἀποδεκατόω	os	1	0.001	transfer	machine
G2190	ἐχθρός	os	1	0.001	transfer	machine
G4864	συναγωγή	os	1	0.001	transfer	machine
G5463	χαίρω	os	1	0.001	transfer	machine
G0459	ἄνομος	os	1	0.001	transfer	machine
G4798	συνχράομαι	os	1	0.001	transfer	machine
G3583	ξηραίνω	os	1	0.001	transfer	machine
G4863	συνάγω	os	1	0.001	transfer	machine
G1266	διαμερίζω	os	1	0.001	transfer	machine
G2819	κλῆρος	os	1	0.001	transfer	machine
G4732	στερεόω	os	1	0.001	transfer	machine
G1223	διά	os	1	0.001	transfer	machine
G2992	λαός	os	1	0.001	transfer	machine
G1485	ἔθος	os	1	0.001	transfer	machine
G0615	ἀποκτείνω	os	1	0.001	transfer	machine
G0040	ἅγιος	os	1	0.001	transfer	machine
G1834	ἐξηγέομαι	os	1	0.001	transfer	machine
G5550	χρόνος	os	1	0.001	transfer	machine
G2167	εὐφροσύνη	os	1	0.001	transfer	machine
G2233	ἡγέομαι	os	1	0.001	transfer	machine
G0630	ἀπολύω	os	1	0.001	transfer	machine
G1097	γινώσκω	os	1	0.001	transfer	machine
G4574	σέβασμα	os	1	0.001	transfer	machine
G3195	μέλλω	os	1	0.001	transfer	machine
G1718	ἐμφανίζω	os	1	0.001	transfer	machine
G2979	λακτίζω	os	1	0.001	transfer	machine
G3062	λοιπός	os	1	0.001	transfer	machine
G0032	ἄγγελος	os	1	0.001	transfer	machine
G5611	ὡραῖος	os	1	0.001	transfer	machine
G2222	ζωή	os	1	0.001	transfer	machine
G1514	εἰρηνεύω	os	1	0.001	transfer	machine
G1867	ἐπαινέω	os	1	0.001	transfer	machine
G0450	ἀνίστημι	os	1	0.001	transfer	machine
G3598	ὁδός	os	1	0.001	transfer	machine
G3183	μέθυσος	os	1	0.001	transfer	machine
G0727	ἅρπαξ	os	1	0.001	transfer	machine
G4151	πνεῦμα	os	1	0.001	transfer	machine
G1652	ἐλεεινός	os	1	0.001	transfer	machine
G3786	ὄφελος	os	1	0.001	transfer	machine
G5043	τέκνον	os	1	0.001	transfer	machine
G1118	γονεύς	os	1	0.001	transfer	machine
G4906	συνεσθίω	os	1	0.001	transfer	machine
G2888	κοσμοκράτωρ	os	1	0.001	transfer	machine
G0240	ἀλλήλων	os	1	0.001	transfer	machine
G3870	παρακαλέω	os	1	0.001	transfer	machine
G1778	ἔνταλμα	os	1	0.001	transfer	machine
G3778	οὗτος	os	1	0.001	transfer	machine
G1754	ἐνεργέω	os	1	0.001	transfer	machine
G4741	στηρίζω	os	1	0.001	transfer	machine
G3361	μή	os	1	0.001	transfer	machine
G3956	πᾶς	os	1	0.001	transfer	machine
G4117	πλεῖον	os	1	0.001	transfer	machine
G5044	τεκνοτροφέω	os	1	0.001	transfer	machine
G0654	ἀποστρέφω	os	1	0.001	transfer	machine
G5048	τελειόω	os	1	0.001	transfer	machine
G4102	πίστις	os	1	0.001	transfer	machine
G1119	γόνυ	os	1	0.001	transfer	machine
G4341	προσκαλέω	os	1	0.001	transfer	machine
G2254	ἐγώ	os	1	0.001	transfer	machine
G1208	δεύτερος	os	1	0.001	transfer	machine
G2902	κρατέω	os	1	0.001	transfer	machine
G3510	νεφρός	os	1	0.001	transfer	machine
G2588	καρδία	os	1	0.001	transfer	machine
G3021	λευκαίνω	os	1	0.001	transfer	machine
G2980	λαλέω	os	1	0.001	transfer	machine
G2920	κρίσις	os	1	0.001	transfer	machine
G5370	φίλημα	osculo	6	1.000	transfer	machine
G5617	Ὡσηέ	oseas	1	1.000	transfer	machine
G3747	ὀστέον	ossos	3	1.000	transfer	machine
G2228	ἤ	ou	175	0.866	transfer	machine
G2532	καί	ou	5	0.025	transfer	machine
G1535	εἴτε	ou	5	0.025	transfer	machine
G0575	ἀπό	ou	1	0.005	transfer	machine
G4675	σύ	ou	1	0.005	transfer	machine
G1525	εἰσέρχομαι	ou	1	0.005	transfer	machine
G1417	δύο	ou	1	0.005	transfer	machine
G0303	ἀνά	ou	1	0.005	transfer	machine
G3588	ὁ	ou	1	0.005	transfer	machine
G2273	ἤτοι	ou	1	0.005	transfer	machine
G5037	τέ	ou	1	0.005	transfer	machine
G0770	ἀσθενέω	ou	1	0.005	transfer	machine
G3056	λόγος	ou	1	0.005	transfer	machine
G4205	πόρνος	ou	1	0.005	transfer	machine
G2068	ἐσθίω	ou	1	0.005	transfer	machine
G3077	λύπη	ou	1	0.005	transfer	machine
G1161	δέ	ou	1	0.005	transfer	machine
G5101	τίς	ou	1	0.005	transfer	machine
G5349	φθαρτός	ou	1	0.005	transfer	machine
G5613	ὡς	ou	1	0.005	transfer	machine
G0695	ἀργυροκόπος	ourives	1	1.000	transfer	machine
G5111	τολμάω	ousadamente	1	0.500	transfer	machine
G3955	παρρησιάζομαι	ousadamente	1	0.500	transfer	machine
G3954	παρρησία	ousadia	6	0.667	transfer	machine
G5111	τολμάω	ousadia	2	0.222	transfer	machine
G1492	οἶδα	ousadia	1	0.111	transfer	machine
G5111	τολμάω	ousam	1	1.000	transfer	machine
G5111	τολμάω	ousamos	1	1.000	transfer	machine
G5111	τολμάω	ousaria	1	1.000	transfer	machine
G5111	τολμάω	ousava	4	1.000	transfer	machine
G5111	τολμάω	ousavam	1	1.000	transfer	machine
G5111	τολμάω	ouse	1	1.000	transfer	machine
G5111	τολμάω	ousou	2	1.000	transfer	machine
G1015	βουνός	outeiro	1	1.000	transfer	machine
G1015	βουνός	outeiros	1	1.000	transfer	machine
G3825	πάλιν	outra	49	0.454	transfer	machine
G0243	ἄλλος	outra	25	0.231	transfer	machine
G2087	ἕτερος	outra	11	0.102	transfer	machine
G4008	πέραν	outra	5	0.046	transfer	machine
G3588	ὁ	outra	4	0.037	transfer	machine
G2532	καί	outra	2	0.019	transfer	machine
G0846	αὐτός	outra	2	0.019	transfer	machine
G1208	δεύτερος	outra	2	0.019	transfer	machine
G0206	ἄκρον	outra	1	0.009	transfer	machine
G3936	παρίστημι	outra	1	0.009	transfer	machine
G0565	ἀπέρχομαι	outra	1	0.009	transfer	machine
G2036	λέγω	outra	1	0.009	transfer	machine
G2334	θεωρέω	outra	1	0.009	transfer	machine
G1893	ἐπεί	outra	1	0.009	transfer	machine
G1364	δίς	outra	1	0.009	transfer	machine
G4561	σάρξ	outra	1	0.009	transfer	machine
G0243	ἄλλος	outras	5	0.333	transfer	machine
G2087	ἕτερος	outras	5	0.333	transfer	machine
G3062	λοιπός	outras	2	0.133	transfer	machine
G1909	ἐπί	outras	1	0.067	transfer	machine
G2532	καί	outras	1	0.067	transfer	machine
G3588	ὁ	outras	1	0.067	transfer	machine
G0245	ἀλλότριος	outrem	1	0.500	transfer	machine
G5100	τις	outrem	1	0.500	transfer	machine
G0243	ἄλλος	outro	49	0.467	transfer	machine
G2087	ἕτερος	outro	32	0.305	transfer	machine
G3739	ὅς	outro	4	0.038	transfer	machine
G1520	εἷς	outro	4	0.038	transfer	machine
G3588	ὁ	outro	3	0.029	transfer	machine
G0240	ἀλλήλων	outro	2	0.019	transfer	machine
G1835	ἑξήκοντα	outro	1	0.010	transfer	machine
G1473	ἐγώ	outro	1	0.010	transfer	machine
G2443	ἵνα	outro	1	0.010	transfer	machine
G3379	μήποτε	outro	1	0.010	transfer	machine
G5607	εἰμί	outro	1	0.010	transfer	machine
G2706	καταφρονέω	outro	1	0.010	transfer	machine
G3101	μαθητής	outro	1	0.010	transfer	machine
G2596	κατά	outro	1	0.010	transfer	machine
G3779	οὕτως	outro	1	0.010	transfer	machine
G2257	ἐγώ	outro	1	0.010	transfer	machine
G3762	οὐδείς	outro	1	0.010	transfer	machine
G0240	ἀλλήλων	outros	59	0.378	transfer	machine
G0243	ἄλλος	outros	37	0.237	transfer	machine
G3062	λοιπός	outros	13	0.083	transfer	machine
G2087	ἕτερος	outros	12	0.077	transfer	machine
G3588	ὁ	outros	10	0.064	transfer	machine
G3739	ὅς	outros	2	0.013	transfer	machine
G3004	λέγω	outros	2	0.013	transfer	machine
G0649	ἀποστέλλω	outros	1	0.006	transfer	machine
G1537	ἐκ	outros	1	0.006	transfer	machine
G1722	ἐν	outros	1	0.006	transfer	machine
G0290	ἀμπελών	outros	1	0.006	transfer	machine
G5259	ὑπό	outros	1	0.006	transfer	machine
G0910	βαπτιστής	outros	1	0.006	transfer	machine
G0615	ἀποκτείνω	outros	1	0.006	transfer	machine
G3958	πάσχω	outros	1	0.006	transfer	machine
G0235	ἀλλά	outros	1	0.006	transfer	machine
G3326	μετά	outros	1	0.006	transfer	machine
G1096	γίνομαι	outros	1	0.006	transfer	machine
G2036	λέγω	outros	1	0.006	transfer	machine
G0846	αὐτός	outros	1	0.006	transfer	machine
G1202	δεσμώτης	outros	1	0.006	transfer	machine
G1161	δέ	outros	1	0.006	transfer	machine
G2784	κηρύσσω	outros	1	0.006	transfer	machine
G1551	ἐκδέχομαι	outros	1	0.006	transfer	machine
G5100	τις	outros	1	0.006	transfer	machine
G1520	εἷς	outros	1	0.006	transfer	machine
G5178	τυμπανίζω	outros	1	0.006	transfer	machine
G1438	ἑαυτοῦ	outros	1	0.006	transfer	machine
G3825	πάλιν	outrosim	2	1.000	transfer	machine
G0191	ἀκούω	ouve	17	0.895	transfer	machine
G0225	ἀλήθεια	ouve	1	0.053	transfer	machine
G2257	ἐγώ	ouve	1	0.053	transfer	machine
G0191	ἀκούω	ouvem	15	0.938	transfer	machine
G0202	ἀκροατής	ouvem	1	0.062	transfer	machine
G0191	ἀκούω	ouves	4	1.000	transfer	machine
G0191	ἀκούω	ouvi	40	1.000	transfer	machine
G0191	ἀκούω	ouvi-me	2	1.000	transfer	machine
G0191	ἀκούω	ouvia	2	0.667	transfer	machine
G0846	αὐτός	ouvia	1	0.333	transfer	machine
G0191	ἀκούω	ouviam	5	1.000	transfer	machine
G1522	εἰσακούω	ouvida	2	1.000	transfer	machine
G0191	ἀκούω	ouvido	20	0.645	transfer	machine
G3775	οὖς	ouvido	2	0.065	transfer	machine
G0189	ἀκοή	ouvido	2	0.065	transfer	machine
G3588	ὁ	ouvido	1	0.032	transfer	machine
G3056	λόγος	ouvido	1	0.032	transfer	machine
G0846	αὐτός	ouvido	1	0.032	transfer	machine
G3980	πειθαρχέω	ouvido	1	0.032	transfer	machine
G3650	ὅλος	ouvido	1	0.032	transfer	machine
G1522	εἰσακούω	ouvido	1	0.032	transfer	machine
G3753	ὅτε	ouvido	1	0.032	transfer	machine
G3775	οὖς	ouvidos	25	0.806	transfer	machine
G0189	ἀκοή	ouvidos	2	0.065	transfer	machine
G1522	εἰσακούω	ouvidos	1	0.032	transfer	machine
G3588	ὁ	ouvidos	1	0.032	transfer	machine
G2192	ἔχω	ouvidos	1	0.032	transfer	machine
G2588	καρδία	ouvidos	1	0.032	transfer	machine
G0191	ἀκούω	ouvimos	6	0.545	transfer	machine
G3745	ὅσος	ouvimos	1	0.091	transfer	machine
G0846	αὐτός	ouvimos	1	0.091	transfer	machine
G0235	ἀλλά	ouvimos	1	0.091	transfer	machine
G2250	ἡμέρα	ouvimos	1	0.091	transfer	machine
G2249	ἐγώ	ouvimos	1	0.091	transfer	machine
G0846	αὐτός	ouvimos-lhe	1	0.500	transfer	machine
G0191	ἀκούω	ouvimos-lhe	1	0.500	transfer	machine
G0191	ἀκούω	ouvindo	45	0.882	transfer	machine
G5613	ὡς	ouvindo	3	0.059	transfer	machine
G0189	ἀκοή	ouvindo	1	0.020	transfer	machine
G3588	ὁ	ouvindo	1	0.020	transfer	machine
